city,brand,model,type,cc,color,km,year,price
Guipuzcoa,DAELIM,Daystar 125 FI,Custom,124,negra,12000,2007,1390
Barcelona,HONDA,FORZA 250 X,Scooters +125cc,250,NEGRA,28800,2005,2299
Guipuzcoa,HONDA,@ 125,Scooter 125cc,124,azul,34000,2005,890
Madrid,BMW,F 800 ST,Turismo,798,azul oscuro,79000,2009,4650
Guipuzcoa,KYMCO,Venox 250,Custom,249,negra,19000,2007,2290
Pontevedra,SUZUKI,SV 650,Naked,645,negro,80000,2005,2150
Navarra,SUZUKI,BURGMAN 650,Scooters +125cc,650,ORO,50000,2005,4000
Guipuzcoa,HONDA,BALI SJ 100,Scooter 125cc,101,granate,20000,1999,490
Madrid,YAMAHA,MT 09,Naked,847,GRIS/NEGRO MATE,12700,2015,6500
Sevilla,KYMCO,Venox 250,Custom,249,Negro,16000,2006,1100
Pontevedra,YAMAHA,SR 125,Custom,125,Negro,35000,1990,1399
Madrid,HONDA,CB 600F ABS HORNET,Naked,599,negra,42,2008,3300
Caceres,YAMAHA,XT 600 E,Trail,595,,39377,1997,1999
La Rioja,HONDA,GL 1800 Goldwing,Turismo,1800,Gris,120000,2005,15500
Guipuzcoa,KYMCO,Yup 50,Scooters 50cc,49,roja,29000,2003,390
Guipuzcoa,HONDA,CBF 600S,Turismo,600,negra,13000,2007,3990
Guipuzcoa,APRILIA,Mana 850 ABS,Naked,839,gris,15000,2009,4990
Valencia,VESPA,GTS 300 ie,Scooters +125cc,278,BLANCO/NEGRO,1,2016,4695
Tarragona,SUZUKI,GSF 400 Bandit,Naked,400,VERDE OSCURO,29000,1992,1195
Madrid,BMW,R 1150 RT,Turismo,1130,gris,122000,2000,4790
Madrid,SUZUKI,BURGMAN 400,Scooters +125cc,399,Azul,49500,2005,1600
Alicante,HARLEY DAVIDSON,Sportster 883 Custom,Custom,883,blanco,46000,2003,5750
Pontevedra,HONDA,CBF 600 SA,Naked,600,,35000,2007,3600
Madrid,SUZUKI,GS 500F,Turismo,487,Negra y gris,9000,2007,2450
Barcelona,BMW,R 1200 GS,Trail,1170,NEGRO,36000,2010,11900
Barcelona,BMW,R 1200 RT 90 Aniversario,Turismo,1170,NEGRO,7000,2013,14900
Barcelona,BMW,R 1200 GS Adventure,Trail,1170,blanco,27000,2014,15800
Barcelona,BMW,R 1150 GS Adventure,Trail,1130,negro,98000,2003,6800
Castellon,HYOSUNG,GV 650i AQUILA Hyperblack,Custom,647,,29000,2007,2500
Cordoba,SYM,GTS 300i,Scooters +125cc,280,BLANCA,21000,2010,2450
Zaragoza,DAELIM,Roadwin 250R Fi,Sport,247,NEGRO MATE,4300,2013,2200
Madrid,DUCATI,Monster 821,Naked,821,roja,7900,2015,8500
Murcia,VESPA,PK 125 Primavera,Scooter 125cc,125,blanco,40000,1995,1050
Malaga,HONDA,FMX 650,Supermotard,644,Negro,22500,2006,2600
Barcelona,KTM,690 SUPERMOTO R,Supermotard,654,,23000,2008,4000
Leon,PIAGGIO,X9 EVOLUTION 125,Scooter 125cc,124,Gris oscuro,24000,2006,1400
Barcelona,SUZUKI,Marauder 125,Custom,124,,21000,2009,1750
Guipuzcoa,KAWASAKI,J 300,Scooters +125cc,299,plata,15000,2013,2950
Madrid,KYMCO,Xciting 400i,Scooters +125cc,399,,1340,2016,4750
Madrid,HONDA,CBR 125R,Sport,125,,28000,2014,2100
Zaragoza,YAMAHA,YZF R 125,Sport,124,Negra y gris mate,10000,2008,2500
Murcia,KAWASAKI,Z 800e,Naked,800,negra y verde,10000,2014,6500
Madrid,PEUGEOT,Citystar 125i,Scooter 125cc,125,Gris,13800,2014,1750
Pontevedra,YAMAHA,YZF R1,Sport,998,blanco,34050,2004,4500
Guipuzcoa,HONDA,CBR 1100 XX,Sport,1137,gGris oscuro,69000,1996,2300
Granada,DAELIM,Daystar 125 FI,Custom,124,negro,2700,2009,1500
Pontevedra,BMW,C 650 GT,Scooters +125cc,647,,4350,2015,8750
Lugo,HONDA,CBR 900RR FIREBLADE,Sport,919,,37000,1998,2000
Madrid,KYMCO,Xciting 400i,Scooters +125cc,399,negro,14500,2016,4500
Girona,SUZUKI,RM Z450,Cross,449,Amarillo,5000,2006,1680
Barcelona,HONDA,SCOOPY SH150i,Scooters +125cc,152,negro,34000,2001,950
Malaga,YAMAHA,FZ6 S,Turismo,600,plata y negro,34677,2004,2300
Barcelona,HONDA,MSX 125,Naked,125,,800,2015,4500
Cadiz,BMW,S 1000 RR,Sport,999,Azul,10800,2015,17700
Valladolid,BMW,K 1200 S,Turismo,1157,Azul y blanca,48000,2006,5200
Navarra,BMW,F 800 GS,Trail,798,,27000,2009,6999
Valladolid,HONDA,CB 600 F,Naked,599,azul,74000,2003,2000
Valencia,BMW,K 1200 S,Turismo,1157,Blanco-Azul,40200,2006,6000
Barcelona,YAMAHA,MT-07,Naked,689,,15000,2015,5000
Madrid,BMW,R 1200 GS,Trail,1170,,53000,2007,7500
Barcelona,HONDA,SCOOPY SH125i,Scooter 125cc,125,blanca,18000,2011,1800
Girona,BMW,F 650 GS,Trail,798,Negro,53000,2004,2600
Tarragona,SUZUKI,BURGMAN 650 Executive,Scooters +125cc,638,Blanco,63000,2010,4490
Sevilla,BMW,R 1150 R,Naked,1130,GRIS PLATA,40000,2007,5500
Barcelona,HONDA,CRF 450R,Cross,449,roja,1000,2008,1700
Barcelona,TRIUMPH,TIGER 800 ABS,Trail,799,negra,44500,2011,7500
Cordoba,PIAGGIO,X EVO 125,Scooter 125cc,124,NEGRO,,2016,2750
Valladolid,HONDA,SCOOPY SH125i,Scooter 125cc,125,granate,14500,2009,2200
Jaen,YAMAHA,FZ6 N,Naked,600,roja,40000,2004,2650
Valencia,HONDA,CB 600F HORNET,Naked,600,,12800,2006,3300
Madrid,HONDA,Passion 125i,Scooter 125cc,125,Blanco,61000,2012,1399
Zaragoza,BMW,R 1150 R,Naked,1130,Negro,40000,2005,5500
Girona,GILERA,Nexus 250,Scooters +125cc,250,,34000,2007,1600
Pontevedra,YAMAHA,WR 250 F,Enduro,249,,5100,2008,3000
Vizcaya,TRIUMPH,BONNEVILLE SE 2-Tone,Naked,865,,14000,2013,6750
Baleares,APRILIA,Compay 50 Custom,Scooters 50cc,49,crema,20000,2008,700
Tarragona,KAWASAKI,Vulcan EN 500,Custom,498,rojo/granate,30000,1992,1000
Vizcaya,KAWASAKI,GTR 1400,Turismo,1352,negro,85000,2008,7900
Zaragoza,SUZUKI,Marauder 250,Custom,249,Rojo,29200,2001,1200
Malaga,HONDA,CB 250 TWO FIFTY,Sport,237,verde,40000,1997,1000
Alicante,KYMCO,Super Dink 300i,Scooters +125cc,300,Gris oscuro,13500,2014,3100
Barcelona,VESPA,LX 125,Scooter 125cc,124,,10000,2010,1900
Madrid,SUZUKI,GS 500,Naked,500,,92000,1991,850
Malaga,HONDA,Integra,Scooters +125cc,745,BLANCO,9500,2016,7300
Toledo,SUZUKI,RM Z250,Cross,249,Amarillo,1,2006,1900
Sevilla,HONDA,VFR 750 F,Sport,750,rojo,62000,1995,2500
Valencia,VESPA,PX 150,Scooters +125cc,150,negra,600,2016,3000
Badajoz,SUZUKI,Bandit 650 S ABS,Turismo,656,,14000,2006,2900
Valencia,YAMAHA,T-Max 500,Scooters +125cc,499,Negro,35000,2008,5000
Tarragona,HUSQVARNA,FC 350,Cross,349,BLANCO,1,2016,8399
Barcelona,SUZUKI,BURGMAN 400,Scooters +125cc,399,Negra,53985,2008,2950
Madrid,HONDA,XLR 125 R,Trail,124,,14500,1998,1300
Leon,PIAGGIO,X EVO 125,Scooter 125cc,124,negro,18000,2007,1700
Baleares,KAWASAKI,Z 900,Naked,948,todos,,2017,8650
Murcia,YAMAHA,T-Max 500,Scooters +125cc,499,negro,,2008,400
Tarragona,HONDA,Cub 90cc,Scooter 125cc,90,TRICOLOR,100,1992,3495
Navarra,YAMAHA,SR 250 Special,Custom,249,negro,24000,1992,999
Barcelona,YAMAHA,SR 250,Custom,250,,82300,1988,500
Alicante,BMW,G 650 GS,Trail,652,BLANCO Y ROJO,6027,2015,5700
Madrid,HYOSUNG,GT 250,Naked,249,Negro,24000,2007,1300
Barcelona,MONTESA,Enduro 360 H7,Enduro,350,Rojo,,1978,2500
Madrid,SUZUKI,GSF 400 Bandit,Naked,400,Negra/roja,66000,1995,1300
Tarragona,YAMAHA,YZF R1,Sport,998,ROSSI,40000,2004,3495
Zaragoza,PIAGGIO,X9 EVOLUTION 500 ABS,Scooters +125cc,460,,39000,2007,2390
Madrid,BUELL,Lightning CITYX XB 9SX,Naked,984,negro,73000,2004,4000
Alicante,KEEWAY,Superlight 125,Custom,124,,4900,2013,2500
Guipuzcoa,KTM,990 SUPER DUKE,Naked,990,Naranja,21800,2005,3200
Zamora,GAS GAS,EC 300 2T,Enduro,297,,4500,2008,2800
Madrid,BMW,R 1200 R,Turismo,1170,AZUL,14435,2015,13500
Cadiz,YAMAHA,SR 250 Special,Custom,249,,37000,1998,850
Madrid,DERBI,Senda DRD Racing 50 SM Limited Edition,Supermotard,49,Negro/Mate/Blanco,3000,2007,450
Murcia,KAWASAKI,Z 1000 SX,Turismo,1043,negro,12000,2014,8950
Sevilla,KTM,690 SUPERMOTO R,Supermotard,654,,34000,2009,4000
Salamanca,YAMAHA,XV 250 Virago,Custom,248,Negro,9000,2007,2100
Madrid,HONDA,X11 1100,Naked,1137,Negra,57800,2000,3000
Barcelona,KYMCO,K-XCT 125i,Scooter 125cc,124,azul metalizado,4000,2015,2500
Alicante,YAMAHA,FZ1 N,Naked,998,Azul,32000,2007,5300
Cantabria,SUZUKI,GSX R600,Sport,599,azul,35000,2017,2900
Asturias,HONDA,VARADERO XL1000V C-ABS,Trail,996,,55400,2010,7500
Girona,SUZUKI,Gladius 650,Naked,645,blanca azul,33000,2012,3500
Valencia,HONDA,CBF 600N,Naked,599,gris,37600,2007,2800
Madrid,SUZUKI,V-Strom 650 ABS,Trail,647,GRIS,6900,2016,6800
Sevilla,DAELIM,Daystar 125,Custom,125,Negro Mate,24000,2005,900
Sevilla,YAMAHA,YBR 125,Naked,124,,26000,2011,1500
Valencia,HONDA,CBF 125,Turismo,125,Rojo/negro,25683,2009,1250
Barcelona,YAMAHA,SR 250,Custom,250,Azul,6000,1990,2500
Malaga,BMW,F 800 GS Adventure,Trail,798,BLANC,15976,2015,10900
Guipuzcoa,LAMBRETTA,SX 200 Lince,Scooters +125cc,200,Azúl,10000,1977,1900
Burgos,KAWASAKI,ER 6F ABS,Turismo,649,Candy Burnt Orange,29220,2011,3795
Malaga,HONDA,VARADERO XL1000V,Trail,996,Gris,13500,2006,6850
Valencia,SUZUKI,V-Strom 650,Trail,645,oro,84000,2005,2600
Madrid,KAWASAKI,ZZR 600,Sport,600,fusia,30000,1990,875
Madrid,HONDA,SCOOPY SH300i ABS Top Box,Scooters +125cc,279,Blanco Perla metalizado,29000,2011,3500
Vizcaya,SHERCO,2.5 trial,Trial,250,Azul,,2003,1500
Madrid,QINGQI,QM125L4B,Custom,125,rojo,6500,2007,1000
Lleida,KAWASAKI,VN 1700 Classic Tourer,Custom,1700,Negro,63617,2010,8999
Zaragoza,YAMAHA,Majesty 125,Scooter 125cc,125,,49000,2002,550
Madrid,KAWASAKI,ZX 10R,Sport,998,verde,5000,2007,6000
Barcelona,SUZUKI,GS 500,Naked,487,NEGRO,68000,2005,1550
Barcelona,VESPA,LX 50 2T,Scooters 50cc,49,,9000,2012,1500
Barcelona,KAWASAKI,Z 650,Naked,649,,,2017,6550
Lleida,YAMAHA,FZ6 S ABS,Turismo,600,negro,61329,2005,2800
Barcelona,YAMAHA,MT-07,Naked,689,,,2017,6799
Valencia,DUCATI,Diavel,Custom,1198,roja,22000,2011,14999
Madrid,SUZUKI,V-Strom 650 ABS,Trail,645,blanca,70000,2013,4800
Madrid,KYMCO,Zing II 125,Custom,124,PLATA,3600,2011,1200
Barcelona,SUZUKI,BURGMAN 400 A,Scooters +125cc,400,Gris Mate Metalizado,24000,2014,4600
Malaga,DUCATI,748 SPORT,Sport,748,,25000,2001,4500
Alicante,VESPA,200 Iris,Scooters +125cc,198,crema,250,1970,2500
Malaga,MV AGUSTA,BRUTALE 750S,Naked,750,,1,2005,4800
Valencia,KYMCO,Venox 250,Custom,249,negro,18250,2006,1200
Barcelona,KAWASAKI,Ninja 650,Naked,649,NOVEDAD,,2017,7450
Barcelona,BMW,R 1150 GS,Trail,1130,Amarillo,35000,2003,5990
Alicante,HONDA,VFR 1200 F,Turismo,1237,Rojo,27000,2010,9800
Tarragona,DUCATI,MONSTER 696+ ABS,Naked,696,blanco,6900,2014,6800
Barcelona,PEUGEOT,GEOPOLIS 250 CITY,Scooters +125cc,244,ROJO,37000,2009,1650
Madrid,SYM,XS 125,Custom,125,negro,431,2016,1290
Barcelona,HONDA,SCOOPY SH300i,Scooters +125cc,279,NEGRA,7000,2011,4250
Madrid,MV AGUSTA,BRUTALE 910R,Naked,909,,22705,2008,6990
Murcia,KTM,390 Duke,Naked,375,Blanco,3500,2014,4000
Madrid,HONDA,CB 450 DX,Sport,450,,10000,1990,490
Cordoba,BMW,R 850 R,Naked,848,Azul,110000,2002,3900
Barcelona,PIAGGIO,Beverly,Scooters +125cc,330,Azul marino,18500,2013,3200
Madrid,HONDA,CB 600F ABS HORNET,Naked,599,,21000,2008,3990
Lugo,BMW,K 100 LT,Turismo,1000,,118700,1990,2500
A Coruna,SUZUKI,GSR 600,Naked,599,ROJO,12000,2007,3300
Girona,KTM,990 ADVENTURE,Trail,999,,43663,2007,6999
Tarragona,YAMAHA,XT 1200 Z Super Tenere,Trail,1199,azul,31000,2011,9600
Las Palmas,HONDA,VARADERO XL1000V C-ABS,Trail,996,negro,40000,2007,5499
Zaragoza,SUZUKI,Marauder 125,Custom,124,negro,25800,2004,999
Caceres,YAMAHA,PW 50,Infantil,49,,500,1998,700
Badajoz,DUCATI,848 Superbike,Sport,849,Roja,32000,2008,6800
Barcelona,YAMAHA,X MAX 250,Scooters +125cc,250,,50000,2010,2600
Malaga,KYMCO,Super Dink 300i,Scooters +125cc,300,,5700,2013,3500
Valencia,VESPA,PK 125 Primavera,Scooter 125cc,125,NEGRO,3030,1983,2600
Valencia,HARLEY DAVIDSON,Softail Fat Boy Special,Custom,1584,Black dark,14000,2013,18200
Vizcaya,SUZUKI,B-KING 1340,Naked,1340,plata,33000,2008,7300
Asturias,HONDA,CBR 600F,Sport,599,azul,48750,2001,2900
Valladolid,BMW,F 800 ST,Turismo,798,,36000,2008,5100
Cadiz,YAMAHA,FZ6 S,Turismo,600,negro,33000,2006,2570
Malaga,YAMAHA,X MAX 400,Scooters +125cc,395,blanca y negra,6200,2016,4850
Madrid,BMW,R 1200 S,Turismo,1170,rojo,17900,1999,5000
Almeria,YAMAHA,MT-07,Naked,689,rojo,6000,2016,6000
Sevilla,KAWASAKI,Z 750,Naked,748,,20000,2007,2700
Madrid,DUCATI,MULTISTRADA 1200,Trail,1199,Blanco,6200,2015,17500
Toledo,SUZUKI,GSX R600,Sport,599,,20001,2007,4500
Madrid,SUZUKI,SV 650 S,Turismo,645,Rojo,26000,2003,2300
Alicante,BMW,R 100 S,Sport,979,AZUL Y GRIS,21900,1981,6000
Valencia,YAMAHA,FZ6 S,Turismo,600,gris y negra,93000,2010,4300
Castellon,KAWASAKI,Z 750,Naked,748,,3000,2012,4200
Zaragoza,SYM,JOYMAX 125,Scooter 125cc,124,,6000,2013,2100
Malaga,TRIUMPH,TIGER 1050,Trail,1050,,49000,2007,5400
Baleares,BMW,R 1200 GS 105cv,Trail,1170,Gris,64000,2008,10000
Barcelona,DAELIM,Roadwin 125,Naked,125,,20000,2007,1000
Barcelona,KAWASAKI,KX 250F,Cross,249,verde,1,2009,2600
Salamanca,RIEJU,SMX PRO,Con marchas,50,,15000,2004,650
Guipuzcoa,HONDA,NC 750,Trail,750,,6000,2015,6850
Valencia,DUCATI,MONSTER 696,Naked,696,rojo,23500,2008,5200
Barcelona,DUCATI,MULTISTRADA 1200,Trail,1199,,15200,2015,13990
Albacete,HARLEY DAVIDSON,Softail Springer Classic,Custom,1584,,35000,2008,12000
Madrid,BMW,R 850 R,Naked,848,azul,20000,2006,6000
Cadiz,SYM,GTS 125 EVO,Scooter 125cc,125,negro mate,4000,2012,1500
Pontevedra,TRIUMPH,Thruxton,Naked,1200,Negro,1900,2015,8000
Tarragona,PIAGGIO,MP3 125,Scooter 125cc,124,negro,1500,2015,2200
Sevilla,BMW,R 1100 S,Sport,1085,Negro,77000,2001,3900
Baleares,BMW,R 1200 GS Adventure 98cv,Trail,1170,rojo,51000,2009,9500
Barcelona,HONDA,CBF 600N,Naked,599,plata,103000,2004,2300
Alicante,SUZUKI,SV 650 S,Sport,645,,21000,2004,2500
Madrid,HONDA,CBR 500R,Sport,471,,1600,2014,4800
Madrid,LEONART,Daytona 125,Custom,125,blanco,2345,2012,2200
Jaen,YAMAHA,T-Max Tech Max ABS,Scooters +125cc,499,,28563,2011,6500
Madrid,SUZUKI,GSR 600,Naked,599,negro,14000,2009,3800
Madrid,BMW,F 650,Trail,652,negro mate,82000,2000,2290
Jaen,YAMAHA,X MAX 125,Scooter 125cc,124,BLANCO,25000,2008,2000
Sta. C. Tenerife,SUZUKI,GSR 600,Naked,599,negro/rojo/blanco,36000,2007,2799
Cordoba,VESPA,S 150,Scooters +125cc,151,Rojo,8000,1970,2200
Barcelona,SUZUKI,Intruder M1800R,Custom,1783,,20000,2007,14500
Malaga,HONDA,CBR 125R,Sport,125,Roja y negra,30500,2009,1150
Cadiz,YAMAHA,XVS 1100 A Drag Star Classic,Custom,1063,NEGRA,41000,2008,4500
Madrid,KYMCO,Super Dink 125i,Scooter 125cc,125,,33000,2009,1100
Pontevedra,BMW,R 1150 RT,Turismo,1130,AZUL,75000,2002,4750
Valladolid,YAMAHA,Tracer 700,Trail,689,ROJO,,2017,7999
Madrid,KYMCO,Grand Dink 125,Scooter 125cc,125,Negro,13000,2009,1200
Orense,BMW,K 100 LT,Turismo,1000,,49500,1986,1990
Sta. C. Tenerife,BMW,K 1200 GT,Turismo,1171,,73000,2006,6450
Madrid,HYOSUNG,GV 650 AQUILA,Custom,649,GRIS,16800,2006,2300
Madrid,HONDA,CBR 1000RR,Sport,998,Rojo,14500,2006,5200
Malaga,HONDA,Africa Twin 650,Turismo,650,,23000,1986,3900
Segovia,KTM,EXC 250,Enduro,249,naranja,1900,2009,3500
Lugo,BMW,F 800 GS,Trail,798,,55000,2010,6900
Madrid,KYMCO,Agility CITY 125,Scooter 125cc,125,gris,5200,2014,1250
Barcelona,HONDA,DYLAN 125,Scooter 125cc,125,Gris,23330,2008,1100
Malaga,BMW,F 650 GS,Trail,798,NEGRA,17000,2006,2999
Vizcaya,HUSQVARNA,FC 450,Cross,450,,47,2017,6500
Albacete,YAMAHA,X-MAX 125,Scooter 125cc,124,blanca,4884,2013,2800
Barcelona,SUZUKI,VanVan 125,Naked,124,amarilla,38000,2006,1900
Navarra,HONDA,CBR 1000RR,Sport,998,Tricolor,26000,2007,5700
Sevilla,KAWASAKI,Z 750R ABS,Naked,748,Verde y negra,24000,2014,5900
Asturias,YAMAHA,FZ6 S S2,Turismo,600,Negra,15000,2007,3300
Cordoba,PEUGEOT,SPEEDFIGHT 3,Scooter 125cc,125,Roja y blanca,65,2016,1700
Sevilla,SUZUKI,BURGMAN 125,Scooter 125cc,125,Gris.M.Mate,7800,2014,2400
Castellon,MOTOR HISPANIA,Furia Max Enduro,Con marchas,50,rojo,8600,2009,1100
Girona,KTM,640 Supermoto,Supermotard,640,Negra,20203,2006,4000
Madrid,SHERCO,250,Trial,250,Amarilla-azul,500,2013,3400
Barcelona,HONDA,CB 250 TWO FIFTY,Turismo,234,negro,17300,2000,1600
Barcelona,PIAGGIO,beverly 125,Scooter 125cc,124,negra,15800,2005,1500
Murcia,YAMAHA,WR 450 F,Enduro,449,,800,2013,6000
Avila,YAMAHA,XT 600,Trail,600,gris,32300,1992,1500
Murcia,SUZUKI,GSX 650 F,Turismo,650,blanco negro,37338,2011,4500
Badajoz,DUCATI,MONSTER 695,Naked,695,Negro Mate,24300,2006,3600
Cantabria,GAS GAS,EC 250 SIX DAYS,Enduro,249,,1499,2010,3200
Cadiz,HONDA,VT 750 DC Shadow Spirit,Custom,745,negra-plata,40650,2007,4350
Lleida,HARLEY DAVIDSON,CVO Road King,Turismo,1801,Negro,50579,2002,11900
Navarra,SUZUKI,GS 500 E,Sport,500,Azul,66000,1991,1300
Cadiz,BMW,F 800 R,Naked,800,,45000,2013,5500
Madrid,YAMAHA,XJ 600,Turismo,600,rojo,75000,1989,1500
Girona,KTM,SX 350 SX-F Cairoli Replica,Cross,350,,,2012,3400
Cadiz,KYMCO,Grand Dink 125,Scooter 125cc,125,gris,15000,2009,1000
Madrid,DUCATI,MONSTER 696,Naked,696,negro,19214,2010,5200
Barcelona,BETA,RR 450 4T,Enduro,449,roja,4050,2012,4000
Leon,PIAGGIO,X EVO 400,Scooters +125cc,399,Gris,22000,2009,2500
Sevilla,BMW,F 650 CS Scarver,Turismo,652,Naranja/azul,29500,2003,2550
Valencia,YAMAHA,Majesty 250,Scooters +125cc,250,gris,43000,2003,1600
Madrid,APRILIA,SR 50,Scooters 50cc,50,,,2001,500
Barcelona,KTM,SX 65,Infantil,65,,,2014,3000
Ciudad Real,KEEWAY,Outlook 125 EFI,Scooter 125cc,125,BLANCA,10000,2011,1300
Ciudad Real,KEEWAY,Supershadow 250,Custom,248,GRANADA,7125,2008,1299
Ciudad Real,SUZUKI,BURGMAN 400,Scooters +125cc,400,BLANCA,8600,2014,4999
Ciudad Real,YAMAHA,FZ6 S,Turismo,600,,28000,2007,3600
Ciudad Real,DUCATI,HYPERMOTARD,Supermotard,821,ROJA,23000,2014,9200
Valencia,HYOSUNG,GT 125 Comet,Naked,124,Azul,28000,2005,800
Madrid,HONDA,PAN-EUROPEAN ST 1100,Turismo,1100,negro,103000,1992,3500
Madrid,BMW,F 800 GT,Turismo,798,Gris/negro,10000,2016,9750
Las Palmas,HARLEY DAVIDSON,Sportster 1200 Custom,Custom,1200,NEGRO,10000,2011,7500
Murcia,YAMAHA,YZ 125,Cross,124,50aniversario,16000,2012,2600
Barcelona,SUZUKI,GSX R1000,Sport,988,,49016,2001,2300
Madrid,YAMAHA,Jog 50 RR,Scooters 50cc,49,blanco/rojo,3000,2008,1000
Almeria,SUZUKI,GSR 600,Naked,599,,22800,2007,3400
Zaragoza,KTM,EXC 450,Enduro,447,naranja,18000,2005,2600
Madrid,PIAGGIO,VESPA LX 50,Scooters 50cc,50,negra,23094,2008,1300
Huesca,MONTESA,Enduro 360 H7,Enduro,350,,4000,1980,1500
Sevilla,YAMAHA,XVS 250 Drag Star,Custom,249,burdeos,9000,2004,2900
Zaragoza,VESPA,Gran Turismo 125,Scooter 125cc,124,,30000,2006,2000
Albacete,DUCATI,MONSTER 696,Naked,696,,20000,2012,5800
Baleares,BMW,R 1200 RT,Turismo,1200,PLATA,14400,2009,11000
Almeria,KTM,EXC 250,Enduro,249,naranja,6900,2011,4000
Guadalajara,KYMCO,Xciting 500 R ABS,Scooters +125cc,498,Blanca,25000,2010,3400
Lleida,LEONART,Spyder II 125,Custom,125,negro,19000,2006,970
Barcelona,HONDA,CBF 250,Naked,249,PLATA,48000,2006,2200
Barcelona,HONDA,VFR 750 F,Sport,750,Rojo,75000,1991,2400
Madrid,SUZUKI,BURGMAN 400,Scooters +125cc,399,,51000,2007,2200
Malaga,DERBI,MULHACEN 125,Con marchas,124,negro y roja,14700,2010,1800
Avila,APRILIA,RSV4 RF,Sport,1000,superpole,2500,2016,17400
Barcelona,SUZUKI,BURGMAN 200,Scooters +125cc,200,AZUL,14600,2007,2200
Salamanca,BMW,R 850 R,Naked,848,azul,94000,1999,2950
Lleida,GAS GAS,EC 250 2T,Enduro,249,Azul,1,2008,2500
Barcelona,HONDA,Passion 125 I.E.,Scooter 125cc,124,BLANCA,30000,2007,1950
Barcelona,KYMCO,Agility CITY 125,Scooter 125cc,125,GRIS,49000,2010,1250
Barcelona,HONDA,FES 125 Pantheon,Scooter 125cc,125,PLATA,52000,2006,1790
Barcelona,HONDA,SCOOPY SH125,Scooter 125cc,125,PLATA,44000,2005,1890
Barcelona,HONDA,FORZA 250 EX,Scooters +125cc,250,NEGRA,57000,2006,2600
Barcelona,HONDA,Lead 110,Scooter 125cc,108,NEGRA,41700,2008,1350
Barcelona,HONDA,Passion 125 I.E.,Scooter 125cc,124,PLATA,87000,2008,1500
Barcelona,HONDA,Passion 125 I.E.,Scooter 125cc,124,BLANCA,35000,2008,1990
Barcelona,BMW,K 1200 R,Naked,1157,GRIS,41700,2006,6500
Barcelona,HONDA,NC 700 S,Naked,670,GRIS,20000,2013,5400
Barcelona,HONDA,PCX 125,Scooter 125cc,125,BLANCA,16000,2011,2300
Barcelona,HONDA,NT 700 V DEAUVILLE,Turismo,680,NEGRA,50500,2008,5800
Barcelona,HONDA,S-WING 150,Scooters +125cc,150,PLATA,38000,2009,1850
Barcelona,HONDA,CRF 250,Supermotard,250,NEGRA/ROJA,7300,2015,3750
Barcelona,HONDA,Passion 125 I.E.,Scooter 125cc,124,GRIS/GRANATE,41000,2007,1890
Barcelona,PIAGGIO,ZIP 50 2T,Scooters 50cc,50,BLANCA,10000,2011,990
Barcelona,HONDA,SCOOPY 100,Scooter 125cc,101,VERDE,23800,1998,1250
Barcelona,KYMCO,K-XCT 300i,Scooters +125cc,300,BLANCA,7900,2013,3500
Barcelona,HONDA,VT 750 S,Custom,745,GRIS,59000,2010,4700
Barcelona,YAMAHA,FZ6 N S2,Naked,600,AZUL,43500,2007,3750
Barcelona,HONDA,SCOOPY SH300i,Scooters +125cc,279,NEGRA,53000,2008,2990
Barcelona,SUZUKI,VanVan 125,Naked,124,AZUL,40000,2005,2500
Barcelona,YAMAHA,FZ6 N S2,Naked,600,BLANCA,25000,2008,3650
Barcelona,HONDA,SCOOPY SH125,Scooter 125cc,125,AZUL,38000,2006,1990
Madrid,PEUGEOT,SATELIS 250 EXECUTIVE,Scooters +125cc,244,Gris,30800,2007,1200
Valencia,KAWASAKI,Z 300,Naked,296,verde,8000,2015,3900
Murcia,KAWASAKI,ZZR 600,Sport,600,Azul,30000,1991,1100
Ciudad Real,RIEJU,RS2 125,Sport,125,,2000,2010,1200
Badajoz,BMW,F 800 GS 30 YEARS GS,Trail,798,,35000,2011,8500
Barcelona,YAMAHA,T-Max 500 ABS,Scooters +125cc,499,negro,58000,2008,5500
Madrid,HONDA,CBR 1000RR,Sport,998,,14500,2006,5200
Sevilla,SYM,GTS 250,Scooters +125cc,250,,57750,2006,850
Guipuzcoa,YAMAHA,T-Max 500,Scooters +125cc,499,negra,37500,2006,4900
A Coruna,BMW,R 1200 GS 105cv,Trail,1170,blanco,83000,2009,9900
Barcelona,APRILIA,Tuono 1000 R,Naked,997,Daytona,50000,2007,4650
Barcelona,KAWASAKI,GPZ 400,Sport,400,,68000,1992,1400
Sevilla,BMW,F 800 GS,Trail,798,negro,30000,2013,8600
Valencia,YAMAHA,FZ1 N,Naked,998,Negro,23000,2008,5890
Madrid,APRILIA,Tuono V4 R APRC,Naked,1000,Amarillo-negro,10500,2013,9500
Toledo,DAELIM,Roadwin 125,Naked,124,negro,24000,2006,750
Madrid,HONDA,CBF 125,Turismo,125,Negro,20000,2010,1400
Baleares,TRIUMPH,BONNEVILLE T100,Naked,865,,53000,2007,5800
Madrid,YAMAHA,YZF R 125,Sport,124,N/D,19000,2012,2650
Valencia,TRIUMPH,STREET TRIPLE,Naked,675,,48000,2012,4600
Madrid,KAWASAKI,ZX 10R,Sport,998,verde,70000,2008,4500
